Plant Code,Generator ID,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),time
58388,SS14,N, ,N, ,2021
58388,SS15,N, ,N, ,2021
58388,SS16,N, ,N, ,2021
58389,AVS2,N, ,N, ,2021
58389,SS21,N, ,N, ,2021
58389,SS22,N, ,N, ,2021
58389,SS23,N, ,N, ,2021
58389,SS24,N, ,N, ,2021
58389,SS25,N, ,N, ,2021
58391,1,N, ,Y,5,2021
58398,1,N, ,N, ,2021
58401,1,N, ,N, ,2021
58402,1,N, ,N, ,2021
58403,SO032,Y,3.8,N, ,2021
58408,MSH1,N, ,N, ,2021
58410,SO032,Y,4,N, ,2021
58411,SO023,Y,2.3,N, ,2021
58412,SO026,Y,1.2,N, ,2021
58417,CP1,N, ,N, ,2021
58418,1,N, ,N, ,2021
58419,1,N, ,N, ,2021
58422,B2PV,Y,0.5,N, ,2021
58422,E6PV,Y,0.2,N, ,2021
58423,SO022,Y,2.4,N, ,2021
58430,CSE1,N, ,N, ,2021
58430,CSE2,N, ,N, ,2021
58430,CSE3,N, ,N, ,2021
58430,CSE4,N, ,N, ,2021
58430,CSE5,N, ,N, ,2021
58430,CSE6,N, ,N, ,2021
58431,SNVA,N, ,N, ,2021
58443,GEN1,Y,1.1,N, ,2021
58445,1,N, ,N, ,2021
58445,2,N, ,N, ,2021
58446,1,N, ,N, ,2021
58447,1,N, ,N, ,2021
58447,2,N, ,N, ,2021
58447,3,N, ,N, ,2021
58448,1,N, ,N, ,2021
58449,1,N, ,N, ,2021
58449,2,N, ,N, ,2021
58449,3,N, ,N, ,2021
58450,1,N, ,N, ,2021
58451,1,N, ,N, ,2021
58452,1,N, ,N, ,2021
58453,1,N, ,N, ,2021
58454,1,N, ,N, ,2021
58454,2,N, ,N, ,2021
58462,1,N, ,N, ,2021
58462,BLK2,N, ,N, ,2021
58462,BLK3,N, ,N, ,2021
58462,BLK4,N, ,N, ,2021
58462,BLK5,N, ,N, ,2021
58462,BLK6,N, ,N, ,2021
58462,BLK7,N, ,N, ,2021
58462,BLK8,N, ,N, ,2021
58463,1,N, ,N, ,2021
58467,CVS1,N, ,N, ,2021
58473,BHSF,N, ,N, ,2021
58477,1,N, ,N, ,2021
58479,NMP2,Y,2.5,N, ,2021
58480,1,N, ,N, ,2021
58481,CSU1,N, ,N, ,2021
58482,1,N, ,N, ,2021
58483,UNIT1,N, ,N, ,2021
58485,PV1,N, ,N, ,2021
58486,1,N, ,N, ,2021
58487,1,N, ,N, ,2021
58488,1,N, ,N, ,2021
58489,1,N, ,N, ,2021
58490,1,N, ,N, ,2021
58491,SANDY,N, ,N, ,2021
58492,ARARR,N, ,N, ,2021
58493,PRO1,N, ,N, ,2021
58494,PROG2,N, ,N, ,2021
58495,PROG3,N, ,N, ,2021
58496,PV2,N, ,N, ,2021
58498,RONE,Y,26.2,N, ,2021
58499,RTWO,Y,20.9,N, ,2021
58500,RIO,Y,5,N, ,2021
58501,GILL1,N, ,N, ,2021
58502,COL3,Y,11.1,N, ,2021
58504,LVSF,N, ,N, ,2021
58505,LVSC,N, ,N, ,2021
58506,0937,N, ,N, ,2021
58508,PV3,N, ,N, ,2021
58509,PV4,N, ,N, ,2021
58510,PV5,N, ,N, ,2021
58512,PV1,N, ,N, ,2021
58513,0937,N, ,N, ,2021
58514,DHCA,N, ,N, ,2021
58515,GEN1,N, ,N, ,2021
58515,GEN2,N, ,N, ,2021
58515,GEN3,N, ,N, ,2021
58516,PV1,Y,2,N, ,2021
58517,PV1,Y,1.8,N, ,2021
58519,1,N, ,N, ,2021
58520,OTE1,N, ,N, ,2021
58521,MAN1,N, ,N, ,2021
58522,1,Y,1.1,N, ,2021
58524,1,N, ,N, ,2021
58525,1,Y,1.2,N, ,2021
58527,1,Y,1,N, ,2021
58528,WDT44,N, ,N, ,2021
58529,P11A,N, ,N, ,2021
58531,P22A,N, ,N, ,2021
58534,1,N, ,Y,4.5,2021
58535,1,N, ,N, ,2021
58536,1,N, ,N, ,2021
58537,1,N, ,N, ,2021
58538,3,N, ,N, ,2021
58539,1,Y,7.6,N, ,2021
58540,PV-1,Y,1,N, ,2021
58541,1,N, ,N, ,2021
58542,DSL12,N, ,N, ,2021
58542,DSL13,N, ,N, ,2021
58542,DSL14,N, ,N, ,2021
58542,DSL15,N, ,N, ,2021
58542,DSL16,N, ,N, ,2021
58542,DSL17,N, ,N, ,2021
58542,DSL18,N, ,N, ,2021
58542,DSL19,N, ,N, ,2021
58542,DSL20,N, ,N, ,2021
58543,1,N, ,N, ,2021
58544,1,N, ,N, ,2021
58545,1,N, ,N, ,2021
58547,1,N, ,Y,1.1,2021
58549,1,N, ,N, ,2021
58550,PV1,Y,2.3,N, ,2021
58552,1,N, ,N, ,2021
58553,1,N, ,N, ,2021
58554,1,N, ,N, ,2021
58556,1,N, ,N, ,2021
58561,MSMA,N, ,N, ,2021
58564,F3NJ,N, ,N, ,2021
58568,PV-3,N, ,N, ,2021
58569,1,N, ,N, ,2021
58572,1,N, ,N, ,2021
58572,2,N, ,N, ,2021
58576,NMP1,Y,2.8,N, ,2021
58578,SON1,N, ,N, ,2021
58581,1,Y,1.3,N, ,2021
58582,1,Y,2,N, ,2021
58583,FSS1,N, ,N, ,2021
58584,PV1,Y,4.5,N, ,2021
58584,PV2,N, ,N, ,2021
58585,SOLR,Y,1,N, ,2021
58586,1,N, ,Y,2.4,2021
58588,SCHS,Y,1.2,N, ,2021
58589,RRHS,Y,1.2,N, ,2021
58590,1,N, ,N, ,2021
58592,ALHM,N, ,N, ,2021
58592,ARK,N, ,N, ,2021
58592,SONR,N, ,N, ,2021
58598,BSP1,N, ,N, ,2021
58599,CVSP1,N, ,N, ,2021
58600,BSP1,N, ,N, ,2021
58601,MFSP1,N, ,N, ,2021
58602,LSP1,N, ,N, ,2021
58603,GVSP1,N, ,N, ,2021
58604,GPSP1,N, ,N, ,2021
58605,PV1,N, ,N, ,2021
58609,ISP1,N, ,N, ,2021
58610,NSP1,N, ,N, ,2021
58611,1,N, ,N, ,2021
58612,1,N, ,N, ,2021
58615,IMS,N, ,N, ,2021
58616,WSF1,N, ,N, ,2021
58618,1,N, ,N, ,2021
58621,ECPV,N, ,N, ,2021
58623,PV1,N, ,N, ,2021
58624,BER1,N, ,N, ,2021
58625,SRPV2,Y,1.1,N, ,2021
58625,SRPV3,Y,0.6,N, ,2021
58626,WABSA,N, ,N, ,2021
58627,WADR,N, ,N, ,2021
58628,SRSSF,N, ,N, ,2021
58631,1,Y,2.4,N, ,2021
58632,1,Y,3.3,N, ,2021
58633,1,Y,1.1,N, ,2021
58634,1,Y,1.1,N, ,2021
58636,1,Y,1.1,N, ,2021
58639,ANAPV,N, ,N, ,2021
58640,KOLPV,N, ,N, ,2021
58642,1,N, ,N, ,2021
58642,2,N, ,N, ,2021
58643,1,N, ,N, ,2021
58644,BLK1,N, ,N, ,2021
58644,BLK2,N, ,N, ,2021
58644,BLK3,N, ,N, ,2021
58644,BLK4,N, ,N, ,2021
58644,BLK5,N, ,N, ,2021
58644,BLK6,N, ,N, ,2021
58644,BLK7,N, ,N, ,2021
58644,BLK8,N, ,N, ,2021
58646,STL,N, ,N, ,2021
58646,STL2,N, ,N, ,2021
58646,STL3,N, ,N, ,2021
58646,STL4,N, ,N, ,2021
58646,STL5,N, ,N, ,2021
58646,STL6,N, ,N, ,2021
58646,STL7,N, ,N, ,2021
58647,1,N, ,Y,1.3,2021
58649,1,N, ,N, ,2021
58650,PV1,N, ,N, ,2021
58651,KREP,N, ,N, ,2021
58653,1,N, ,N, ,2021
58654,1,N, ,N, ,2021
58655,INV-1,N, ,N, ,2021
58655,INV-2,N, ,N, ,2021
58655,INV-3,N, ,N, ,2021
58655,INV-4,N, ,N, ,2021
58655,INV-5,N, ,N, ,2021
58655,INV-6,N, ,N, ,2021
58655,INV-7,N, ,N, ,2021
58655,INV-8,N, ,N, ,2021
58655,INV-9,N, ,N, ,2021
58655,INV10,N, ,N, ,2021
58656,INV-1,N, ,N, ,2021
58656,INV-2,N, ,N, ,2021
58656,INV-3,N, ,N, ,2021
58659,PK-1,N, ,N, ,2021
58660,1,N, ,N, ,2021
58662,3501,N, ,N, ,2021
58665,CSP1,N, ,N, ,2021
58667,BISCO,N, ,N, ,2021
58668,ROCKW,N, ,N, ,2021
58669,SELMA,N, ,N, ,2021
58670,TURKY,N, ,N, ,2021
58673,GATES,N, ,N, ,2021
58674,CIRRU,N, ,N, ,2021
58675,CHOCO,N, ,N, ,2021
58676,PCPPV,N, ,N, ,2021
58680,PV1,Y,3.5,N, ,2021
58682,PV1,Y,7.4,N, ,2021
58684,KSEPV,N, ,N, ,2021
58689,1,N, ,N, ,2021
58698,D960,Y,1.1,N, ,2021
58698,D9611,N, ,N, ,2021
58698,D9612,N, ,N, ,2021
58700,CS300,N, ,N, ,2021
58701,PV2,N, ,N, ,2021
58702,1,N, ,N, ,2021
58703,1,N, ,N, ,2021
58708,PAEEL,N, ,N, ,2021
58709,PARCC,N, ,N, ,2021
58710,BRLA,N, ,N, ,2021
58711,BLKW,N, ,N, ,2021
58711,LTHL,N, ,N, ,2021
58713,NSTR,N, ,N, ,2021
58716,1,N, ,N, ,2021
58717,1,N, ,N, ,2021
58718,PV1,N, ,N, ,2021
58721,ORION,N, ,N, ,2021
58722,PV1,N, ,N, ,2021
58725,PV1,N, ,N, ,2021
58726,PV1,N, ,N, ,2021
58730,PV1,N, ,N, ,2021
58731,PV1,N, ,N, ,2021
58732,PV1,N, ,N, ,2021
58735,PV1,N, ,N, ,2021
58739,PV1,N, ,N, ,2021
58740,PV1,N, ,N, ,2021
58741,NICK,N, ,N, ,2021
58742,PV1,N, ,N, ,2021
58745,PV1,N, ,N, ,2021
58746,PV1,N, ,N, ,2021
58748,NBWT,Y,1.1,N, ,2021
58749,TSMA,N, ,Y,1.4,2021
58750,LDFRB,N, ,N, ,2021
58751,RSC2,N, ,N, ,2021
58752,RSD2,N, ,N, ,2021
58753,SSA2,N, ,N, ,2021
58754,SSB2,N, ,N, ,2021
58755,SSC2,N, ,N, ,2021
58756,SSD2,N, ,N, ,2021
58757,UE2,N, ,N, ,2021
58757,UF2,N, ,N, ,2021
58757,UG2,N, ,N, ,2021
58757,UH2,N, ,N, ,2021
58761,EXSA,N, ,N, ,2021
58762,EXSB,N, ,N, ,2021
58763,EXSC2,N, ,N, ,2021
58770,1,N, ,N, ,2021
58782,PV1,N, ,N, ,2021
58785,BRT1,N, ,N, ,2021
58786,DRP1,N, ,N, ,2021
58787,DNN1,N, ,N, ,2021
58788,NRT1,N, ,N, ,2021
58789,RVH1,N, ,N, ,2021
58790,CLN1,N, ,N, ,2021
58790,CLN2,N, ,N, ,2021
58791,PV1,N, ,N, ,2021
58792,PV1,N, ,N, ,2021
58793,UCIV,Y,12.3,N, ,2021
58794,MSMPV,N, ,N, ,2021
58795,HS,N, ,N, ,2021
58796,WS,N, ,N, ,2021
58797,VS,N, ,N, ,2021
58798,ACCCC,Y,1.5,N, ,2021
58799,1,N, ,N, ,2021
58801,INV1,N, ,N, ,2021
58801,INV2,N, ,N, ,2021
58801,INV3,N, ,N, ,2021
58801,INV4,N, ,N, ,2021
58802,INV1,N, ,N, ,2021
58802,INV2,N, ,N, ,2021
58802,INV3,N, ,N, ,2021
58802,INV4,N, ,N, ,2021
58803,INV1,N, ,N, ,2021
58805,INV1,N, ,N, ,2021
58805,INV10,N, ,N, ,2021
58805,INV2,N, ,N, ,2021
58805,INV3,N, ,N, ,2021
58805,INV4,N, ,N, ,2021
58805,INV5,N, ,N, ,2021
58805,INV6,N, ,N, ,2021
58805,INV7,N, ,N, ,2021
58805,INV8,N, ,N, ,2021
58805,INV9,N, ,N, ,2021
58806,ASC1,N, ,N, ,2021
58807,BSC1,N, ,N, ,2021
58808,FSC1,N, ,N, ,2021
58809,LSC1,N, ,N, ,2021
58810,RHSC1,N, ,N, ,2021
58812,USC1,N, ,N, ,2021
58814,GENA,N, ,N, ,2021
58814,GENB,N, ,N, ,2021
58822,U1BB,N, ,N, ,2021
58822,U2DB,N, ,N, ,2021
58824,I402,N, ,N, ,2021
58828,PV1,N, ,N, ,2021
58829,PV1,N, ,N, ,2021
58831,PV-1,N, ,N, ,2021
58832,CTEP,Y,1,N, ,2021
58833,RH2S,N, ,N, ,2021
58839,INV1,N, ,Y,0.5,2021
58839,INV2,N, ,Y,0.4,2021
58839,INV3,N, ,Y,0.5,2021
58840,INV1,N, ,N, ,2021
58840,INV2,N, ,N, ,2021
58840,INV3,N, ,N, ,2021
58840,INV4,N, ,N, ,2021
58840,INV5,N, ,N, ,2021
58840,INV6,N, ,N, ,2021
58840,INV7,N, ,N, ,2021
58840,INV8,N, ,N, ,2021
58840,INV9,N, ,N, ,2021
58842,1,N, ,N, ,2021
58843,1,N, ,N, ,2021
58844,1,N, ,N, ,2021
58845,1,N, ,N, ,2021
58846,1,N, ,N, ,2021
58847,1,N, ,N, ,2021
58848,1,N, ,N, ,2021
58849,1,N, ,N, ,2021
58851,1,N, ,N, ,2021
58853,1,N, ,N, ,2021
58854,1,N, ,N, ,2021
58855,1,N, ,N, ,2021
58856,1,N, ,N, ,2021
58859,1,N, ,N, ,2021
58861,1,N, ,N, ,2021
58862,1,N, ,N, ,2021
58863,1,N, ,N, ,2021
58864,1,N, ,N, ,2021
58866,1,N, ,N, ,2021
58867,1,N, ,N, ,2021
58868,1,N, ,N, ,2021
58871,1,N, ,N, ,2021
58874,DF1,N, ,N, ,2021
58876,PV,N, ,N, ,2021
58877,KINS,N, ,N, ,2021
58879,DF,N, ,N, ,2021
58880,NCIII,N, ,N, ,2021
58881,PV01,Y,3.4,N, ,2021
58882,PV01,Y,8.3,N, ,2021
58889,ASTI,N, ,N, ,2021
58890,BERI,N, ,N, ,2021
58892,CMLA,N, ,N, ,2021
58893,CAMP,N, ,N, ,2021
58896,PV01,Y,1,N, ,2021
58899,GEN-1,N, ,N, ,2021
58906,VC1,N, ,N, ,2021
58907,VC2,N, ,N, ,2021
58909,RAM1,N, ,N, ,2021
58911,RAM2,N, ,N, ,2021
58912,1,N, ,N, ,2021
58913,1,N, ,N, ,2021
58915,1,N, ,N, ,2021
58915,10,N, ,N, ,2021
58915,2,N, ,N, ,2021
58915,3,N, ,N, ,2021
58915,4,N, ,N, ,2021
58915,5,N, ,N, ,2021
58915,6,N, ,N, ,2021
58915,7,N, ,N, ,2021
58915,8,N, ,N, ,2021
58915,9,N, ,N, ,2021
58917,MMIR,N, ,N, ,2021
58918,2081,N, ,N, ,2021
58919,2127,N, ,N, ,2021
58920,2097,N, ,N, ,2021
58934,ASH-R,N, ,N, ,2021
58934,ASH10,N, ,N, ,2021
58935,PV,N, ,N, ,2021
58936,WLPL1,Y,2.4,N, ,2021
58937,GRDN1,Y,2.5,N, ,2021
58942,RVSI,N, ,N, ,2021
58943,1,N, ,N, ,2021
58949,TBD,N, ,N, ,2021
58951,DRLS,N, ,N, ,2021
58952,DESS,N, ,N, ,2021
58953,RVSII,N, ,N, ,2021
58954,PV,Y,1.2,N, ,2021
58955,BEAR,N, ,N, ,2021
58956,SHAN,N, ,N, ,2021
58957,GRAH,N, ,N, ,2021
58959,BSF1,N, ,N, ,2021
58961,PV,Y,2,N, ,2021
58963,PV,Y,1.1,N, ,2021
58964,PV1,N, ,N, ,2021
58972,FHUA2,N, ,N, ,2021
58972,FHUAC,N, ,N, ,2021
58973,W2CA,N, ,N, ,2021
58974,PV1,N, ,Y,2.3,2021
58975,PV1,N, ,N, ,2021
58983,1,N, ,N, ,2021
58984,1,N, ,N, ,2021
58985,1,N, ,N, ,2021
58986,1,N, ,N, ,2021
58990,1,N, ,N, ,2021
58991,1,N, ,N, ,2021
59001,PARK,N, ,N, ,2021
59008,PV1,N, ,N, ,2021
59009,PV1,N, ,N, ,2021
59010,MSS1,N, ,N, ,2021
59013,SCT,N, ,N, ,2021
59014,BLT,N, ,N, ,2021
59015,STW,N, ,N, ,2021
59017,GEN 1,N, ,N, ,2021
59018,1,N, ,N, ,2021
59019,1,N, ,N, ,2021
59020,PV1,N, ,N, ,2021
59026,SOLAR,N, ,N, ,2021
59028,0028,N, ,Y,1.8,2021
59029,0040,N, ,Y,2.6,2021
59030,0036,N, ,N, ,2021
59031,0027,N, ,Y,1.8,2021
59032,0031,N, ,N, ,2021
59033,0024,N, ,Y,1.8,2021
59038,GEN1,N, ,N, ,2021
59039,GEN 1,N, ,N, ,2021
59042,GEN 1,N, ,N, ,2021
59043,PV1,N, ,N, ,2021
59044,RRSF,N, ,N, ,2021
59046,PV1,N, ,Y,3.4,2021
59049,PS01,N, ,N, ,2021
59050,GEN 1,N, ,N, ,2021
59051,GEN 1,N, ,N, ,2021
59052,GEN 1,N, ,N, ,2021
59055,PV1,N, ,Y,2.4,2021
59057,GEN 1,N, ,N, ,2021
59058,GEN 1,N, ,N, ,2021
59059,GEN 1,N, ,N, ,2021
59060,WWPV,Y,1.5,N, ,2021
59075,BRE1,N, ,N, ,2021
59077,CHA,N, ,N, ,2021
59078,HAR1,N, ,N, ,2021
59079,KAT1,N, ,N, ,2021
59080,NUN1,N, ,N, ,2021
59081,HAR1,N, ,N, ,2021
59082,DEN1,N, ,N, ,2021
59085,INV-1,N, ,N, ,2021
59086,GEN1,N, ,N, ,2021
59087,GEN 1,N, ,N, ,2021
59088,GEN 1,N, ,N, ,2021
59090,GEN1,N, ,Y,2.6,2021
59094,GEN 1,Y,1.7,N, ,2021
59095,GEN 1,Y,1.1,N, ,2021
59096,GEN1,Y,1.1,N, ,2021
59097,PV1,Y,13.1,N, ,2021
59098,PV1,Y,1.1,N, ,2021
59099,PV1,Y,1.1,N, ,2021
59100,1,N, ,N, ,2021
59102,1,N, ,N, ,2021
59103,1,N, ,N, ,2021
59105,1,N, ,N, ,2021
59106,1,N, ,N, ,2021
59107,1,N, ,N, ,2021
59109,1,N, ,N, ,2021
59110,1,N, ,N, ,2021
59111,1,N, ,N, ,2021
59112,1,N, ,N, ,2021
59113,1,N, ,N, ,2021
59114,1,N, ,N, ,2021
59115,1,N, ,N, ,2021
59117,PV1,N, ,N, ,2021
59119,PV1,N, ,N, ,2021
59120,PV1,N, ,N, ,2021
59121,57449,N, ,Y,2,2021
59122,ECA11,N, ,N, ,2021
59123,1,N, ,N, ,2021
59124,1,N, ,N, ,2021
59125,1,N, ,N, ,2021
59126,1,N, ,N, ,2021
59127,1,N, ,N, ,2021
59128,57449,N, ,Y,3.2,2021
59129,57449,Y,1.1,N, ,2021
59130,57449,Y,1.4,N, ,2021
59131,57449,N, ,Y,1.3,2021
59132,57449,Y,1.1,N, ,2021
59133,57449,Y,1.1,N, ,2021
59134,57449,N, ,Y,1.9,2021
59135,57449,N, ,Y,2.6,2021
59136,57449,N, ,Y,1.3,2021
59137,57449,N, ,Y,5.6,2021
59138,57449,Y,1.1,N, ,2021
59139,57449,Y,1.1,N, ,2021
59140,INV-1,N, ,N, ,2021
59144,15755,N, ,N, ,2021
59146,PV1,N, ,N, ,2021
59148,GREEN,N, ,N, ,2021
59149,SIMON,N, ,N, ,2021
59150,PV1,N, ,N, ,2021
59152,THOR1,N, ,N, ,2021
59153,WAT1,N, ,N, ,2021
59154,BRAD1,N, ,N, ,2021
59155,SHAW1,N, ,N, ,2021
59156,CTR1,N, ,N, ,2021
59157,PEC1,N, ,N, ,2021
59158,LNG1,N, ,N, ,2021
59162,MSC 1,N, ,N, ,2021
59163,HSC 1,N, ,N, ,2021
59164,NSC 1,N, ,N, ,2021
59166,BRIDG,Y,1.2,N, ,2021
59167,LS1,N, ,N, ,2021
59168,AS,N, ,N, ,2021
59169,LS2,N, ,N, ,2021
59170,5MWPV,N, ,N, ,2021
59171,5MWPV,N, ,N, ,2021
59172,PV1,N, ,N, ,2021
59173,5MWPV,N, ,N, ,2021
59174,5MWPV,N, ,N, ,2021
59175,5MWPV,N, ,N, ,2021
59176,5MWPV,N, ,N, ,2021
59177,5MWPV,N, ,N, ,2021
59178,KRS04,N, ,Y,3,2021
59179,KRS05,N, ,Y,4,2021
59180,PV1,N, ,N, ,2021
59182,10-94,N, ,N, ,2021
59183,PV1,N, ,N, ,2021
59184,PV1,N, ,N, ,2021
59185,PV1,N, ,N, ,2021
59186,PV1,N, ,N, ,2021
59188,PV1,N, ,N, ,2021
59189,1,N, ,N, ,2021
59190,1,N, ,N, ,2021
59191,1,N, ,N, ,2021
59192,1,N, ,N, ,2021
59198,STER3,N, ,N, ,2021
59199,MESA1,N, ,N, ,2021
59203,PV1,N, ,N, ,2021
59203,PV2,N, ,N, ,2021
59203,PV3,N, ,N, ,2021
59204,OCIA3,N, ,N, ,2021
59205,OCIA5,N, ,N, ,2021
59206,OCIA6,N, ,N, ,2021
59207,OCIA7,N, ,N, ,2021
59213,PV1,N, ,N, ,2021
59217,PV1,N, ,N, ,2021
59219,PV1,N, ,N, ,2021
59219,PV2,N, ,N, ,2021
59237,CPII,N, ,N, ,2021
59239,ESS01,N, ,N, ,2021
59241,BROCK,N, ,Y,3,2021
59242,BVRLY,N, ,Y,2,2021
59248,CCMUA,N, ,N, ,2021
59249,PV1,N, ,N, ,2021
59250,PV1,N, ,N, ,2021
59251,PV1,N, ,N, ,2021
59253,PV1,N, ,N, ,2021
59262,LLRC,N, ,N, ,2021
59265,PV8,N, ,N, ,2021
59267,PV9,N, ,N, ,2021
59268,PV10,N, ,N, ,2021
59269,VMLB2,N, ,N, ,2021
59270,VMLC2,N, ,N, ,2021
59271,VMLD2,N, ,N, ,2021
59272,VMLE2,N, ,N, ,2021
59273,PALME,N, ,N, ,2021
59274,SUTTG,N, ,N, ,2021
59275,STERG,N, ,N, ,2021
59276,LEAVG,N, ,N, ,2021
59277,MED1,Y,1.5,N, ,2021
59278,REEV1,N, ,N, ,2021
59283,W4236,Y,1.2,N, ,2021
59296,NWO-S,N, ,N, ,2021
59297,CARRI,Y,1.8,N, ,2021
59300,HAN1,N, ,N, ,2021
59300,HAN2,N, ,N, ,2021
59308,BEAC5,N, ,N, ,2021
59309,BEAC2,N, ,N, ,2021
59315,BEAC1,N, ,N, ,2021
59316,BEAC3,N, ,N, ,2021
59317,BEAC4,N, ,N, ,2021
59318,NRUN1,N, ,N, ,2021
59319,ROCK1,N, ,N, ,2021
59322,GEN1,N, ,N, ,2021
59323,SMUPV,N, ,N, ,2021
59324,MCCO1,N, ,N, ,2021
59327,GEN1,N, ,N, ,2021
59333,FAIS1,N, ,N, ,2021
59334,INV-1,N, ,N, ,2021
59337,HHS1,N, ,N, ,2021
59339,SSC13,N, ,N, ,2021
59358,MA2,N, ,N, ,2021
59359,10400,N, ,N, ,2021
59360,11113,N, ,N, ,2021
59361,PV1,N, ,Y,1.4,2021
59362,PV1,N, ,Y,1.4,2021
59363,PV1,N, ,Y,1.4,2021
59364,PV1,N, ,N, ,2021
59365,PV1,N, ,N, ,2021
59366,PV1,N, ,Y,8.5,2021
59367,PV1,N, ,Y,1.1,2021
59368,PV1,N, ,Y,2.1,2021
59370,PV1,N, ,Y,1.8,2021
59371,PV1,N, ,Y,1.9,2021
59374,OMSLR,N, ,N, ,2021
59375,ROSE1,N, ,N, ,2021
59376,DUNN1,N, ,N, ,2021
59377,CARY1,N, ,N, ,2021
59380,WLD1,N, ,N, ,2021
59386,ENTS1,N, ,N, ,2021
59387,ESCS1,N, ,N, ,2021
59388,ESCS2,N, ,N, ,2021
59389,ESCS3,N, ,N, ,2021
59390,TNE1,N, ,Y,5,2021
59393,ESNM1,N, ,N, ,2021
59394,KRS03,N, ,N, ,2021
59395,SC500,Y,1.2,N, ,2021
59395,SOLAR,N, ,N, ,2021
59396,SHF01,N, ,N, ,2021
59404,1,N, ,N, ,2021
59405,PV11,N, ,N, ,2021
59406,SYS1,N, ,N, ,2021
59407,NEW1,N, ,N, ,2021
59408,1,N, ,N, ,2021
59409,SNL17,N, ,N, ,2021
59410,SNL19,N, ,N, ,2021
59411,SNL18,N, ,N, ,2021
59412,SKI20,N, ,N, ,2021
59413,C2CA,N, ,N, ,2021
59414,AWCA,N, ,N, ,2021
59416,PV1,N, ,N, ,2021
59421,11111,N, ,N, ,2021
59422,10401,N, ,N, ,2021
59423,10402,N, ,N, ,2021
59424,IND2A,Y,9.7,N, ,2021
59426,GKS1,N, ,N, ,2021
59427,TMS1,N, ,N, ,2021
59429,DOWN1,N, ,N, ,2021
59430,MB-1,N, ,N, ,2021
59431,SSG1,N, ,N, ,2021
59432,DUK87,N, ,N, ,2021
59433,DUK98,N, ,N, ,2021
59434,DU129,N, ,N, ,2021
59440,SAS,N, ,N, ,2021
59441,SAS,N, ,N, ,2021
59443,WAS1,N, ,N, ,2021
59444,PV1,N, ,N, ,2021
59445,PV1,N, ,N, ,2021
59446,CRANB,N, ,N, ,2021
59449,DCSP1,N, ,N, ,2021
59450,DPSP1,N, ,N, ,2021
59451,PV2,N, ,N, ,2021
59454,VALEN,Y,12.7,N, ,2021
59455,TECHP,Y,6.6,N, ,2021
59459,5088,N, ,N, ,2021
59462,DIA4,Y,2,N, ,2021
59463,1,Y,2,N, ,2021
59464,2,Y,3.5,N, ,2021
59465,1,Y,1.7,N, ,2021
59466,3,Y,2.3,N, ,2021
59468,HUBB,N, ,Y,2.5,2021
59469,ALAMO,N, ,N, ,2021
59470,CSR1,N, ,N, ,2021
59472,NVC7,N, ,N, ,2021
59473,AC2PV,Y,2,N, ,2021
59474,DCPV3,N, ,N, ,2021
59476,VT001,N, ,N, ,2021
59477,CSF1,N, ,N, ,2021
59478,SRICH,N, ,N, ,2021
59479,SFRAN,N, ,N, ,2021
59480,SRENS,N, ,N, ,2021
59481,SPERU,N, ,N, ,2021
59482,STELL,N, ,N, ,2021
59483,SCRAW,N, ,N, ,2021
59484,PV1,Y,2.9,N, ,2021
59485,PV2,N, ,Y,1.1,2021
59486,LANIE,N, ,N, ,2021
59487,HIGHW,N, ,N, ,2021
59488,BEARF,N, ,N, ,2021
59489,AWS1,Y,2.1,N, ,2021
59495,GRE01,N, ,N, ,2021
59497,PV1,N, ,N, ,2021
59498,PV1,N, ,N, ,2021
59499,PV1,N, ,N, ,2021
59500,SARAH,N, ,N, ,2021
59501,NITRO,N, ,N, ,2021
59502,PV1,N, ,N, ,2021
59503,PV1,N, ,N, ,2021
59504,PV1,N, ,N, ,2021
59505,PV1,N, ,N, ,2021
59506,PV1,N, ,N, ,2021
59507,PV1,N, ,N, ,2021
59508,PV1,N, ,N, ,2021
59509,PV1,N, ,N, ,2021
59510,PV1,N, ,N, ,2021
59511,PV1,N, ,N, ,2021
59512,PV1,N, ,N, ,2021
59513,MEAD1,N, ,N, ,2021
59514,FLAT1,N, ,N, ,2021
59515,BENT1,N, ,N, ,2021
59516,AMLEG,N, ,N, ,2021
59517,BAKE1,N, ,N, ,2021
59518,GRAND,N, ,N, ,2021
59519,OLDC,N, ,N, ,2021
59520,MANN,N, ,N, ,2021
59521,LTLRV,N, ,N, ,2021
59522,FRGSP,N, ,N, ,2021
59523,FRFSP,N, ,N, ,2021
59524,FRBSP,N, ,N, ,2021
59525,FRWSP,N, ,N, ,2021
59526,WHIT1,N, ,N, ,2021
59527,KELF1,N, ,N, ,2021
59528,OASIS,N, ,N, ,2021
59530,PASQ1,N, ,N, ,2021
59531,BRDN,N, ,N, ,2021
59532,SB1,N, ,N, ,2021
59533,PRCTN,N, ,N, ,2021
59534,4OAKS,N, ,N, ,2021
59535,HAZLE,N, ,N, ,2021
59536,AWI,N, ,N, ,2021
59537,AW2,N, ,N, ,2021
59539,1,N, ,N, ,2021
59540,2,N, ,N, ,2021
59541,3,N, ,N, ,2021
59542,IS6,N, ,N, ,2021
59543,ACTON,N, ,Y,1.6,2021
